# ESA / ESA CCI Land Cover Project, led by UCL-Geomatics (Belgium)
Long, Lat, LC_2010
-105.355, 39.95, 70.0
-105.355, 39.955, 70.0
-105.355, 39.96, 70.0
-105.355, 39.965, 70.0
-105.355, 39.97, 70.0
-105.355, 39.975, 70.0
-105.355, 39.98, 70.0
-105.355, 39.985, 70.0
-105.355, 39.99, 70.0
-105.355, 39.995, 70.0
-105.355, 40, 70.0
-105.355, 40.005, 70.0
-105.355, 40.01, 70.0
-105.355, 40.015, 70.0
-105.355, 40.02, 70.0
-105.355, 40.025, 70.0
-105.355, 40.03, 70.0
-105.355, 40.035, 70.0
-105.355, 40.04, 70.0
-105.355, 40.045, 70.0
-105.355, 40.05, 70.0
-105.355, 40.055, 70.0
-105.355, 40.06, 70.0
-105.355, 40.065, 70.0
-105.355, 40.07, 70.0
-105.355, 40.075, 70.0
-105.355, 40.08, 70.0
-105.355, 40.085, 70.0
-105.355, 40.09, 70.0
-105.355, 40.095, 70.0
-105.355, 40.1, 70.0
-105.355, 40.105, 70.0
-105.355, 40.11, 70.0
-105.355, 40.115, 70.0
-105.355, 40.12, 70.0
-105.355, 40.125, 70.0
-105.355, 40.13, 120.0
-105.355, 40.135, 120.0
-105.355, 40.14, 70.0
-105.355, 40.145, 70.0
-105.355, 40.15, 70.0
-105.355, 40.155, 70.0
-105.355, 40.16, 70.0
-105.355, 40.165, 70.0
-105.355, 40.17, 70.0
-105.355, 40.175, 70.0
-105.355, 40.18, 70.0
-105.355, 40.185, 70.0
-105.355, 40.19, 70.0
-105.35, 39.945, 130.0
-105.35, 39.95, 130.0
-105.35, 39.955, 130.0
-105.35, 39.96, 70.0
-105.35, 39.965, 70.0
-105.35, 39.97, 70.0
-105.35, 39.975, 70.0
-105.35, 39.98, 70.0
-105.35, 39.985, 70.0
-105.35, 39.99, 70.0
-105.35, 39.995, 70.0
-105.35, 40, 70.0
-105.35, 40.005, 70.0
-105.35, 40.01, 70.0
-105.35, 40.015, 70.0
-105.35, 40.02, 70.0
-105.35, 40.025, 70.0
-105.35, 40.03, 70.0
-105.35, 40.035, 70.0
-105.35, 40.04, 70.0
-105.35, 40.045, 70.0
-105.35, 40.05, 70.0
-105.35, 40.055, 70.0
-105.35, 40.06, 70.0
-105.35, 40.065, 70.0
-105.35, 40.07, 70.0
-105.35, 40.075, 70.0
-105.35, 40.08, 70.0
-105.35, 40.085, 70.0
-105.35, 40.09, 70.0
-105.35, 40.095, 70.0
-105.35, 40.1, 70.0
-105.35, 40.105, 70.0
-105.35, 40.11, 70.0
-105.35, 40.115, 70.0
-105.35, 40.12, 70.0
-105.35, 40.125, 70.0
-105.35, 40.13, 70.0
-105.35, 40.135, 120.0
-105.35, 40.14, 120.0
-105.35, 40.145, 70.0
-105.35, 40.15, 70.0
-105.35, 40.155, 70.0
-105.35, 40.16, 70.0
-105.35, 40.165, 70.0
-105.35, 40.17, 70.0
-105.35, 40.175, 70.0
-105.35, 40.18, 70.0
-105.35, 40.185, 70.0
