# ESA / ESA CCI Land Cover Project, led by UCL-Geomatics (Belgium)
Long, Lat, LC_2010
-105.28, 40.16, 130.0
-105.28, 40.165, 130.0
-105.28, 40.17, 130.0
-105.28, 40.175, 130.0
-105.28, 40.18, 130.0
-105.28, 40.185, 130.0
-105.28, 40.19, 70.0
-105.275, 39.945, 70.0
-105.275, 39.95, 130.0
-105.275, 39.955, 70.0
-105.275, 39.96, 70.0
-105.275, 39.965, 70.0
-105.275, 39.97, 70.0
-105.275, 39.975, 130.0
-105.275, 39.98, 190.0
-105.275, 39.985, 190.0
-105.275, 39.99, 190.0
-105.275, 39.995, 190.0
-105.275, 40, 190.0
-105.275, 40.005, 190.0
-105.275, 40.01, 190.0
-105.275, 40.015, 190.0
-105.275, 40.02, 190.0
-105.275, 40.025, 190.0
-105.275, 40.03, 190.0
-105.275, 40.035, 190.0
-105.275, 40.04, 190.0
-105.275, 40.045, 190.0
-105.275, 40.05, 190.0
-105.275, 40.055, 190.0
-105.275, 40.06, 130.0
-105.275, 40.065, 130.0
-105.275, 40.07, 130.0
-105.275, 40.075, 130.0
-105.275, 40.08, 130.0
-105.275, 40.085, 130.0
-105.275, 40.09, 130.0
-105.275, 40.095, 130.0
-105.275, 40.1, 130.0
-105.275, 40.105, 130.0
-105.275, 40.11, 130.0
-105.275, 40.115, 130.0
-105.275, 40.12, 130.0
-105.275, 40.125, 130.0
-105.275, 40.13, 130.0
-105.275, 40.135, 130.0
-105.275, 40.14, 130.0
-105.275, 40.145, 130.0
-105.275, 40.15, 130.0
-105.275, 40.155, 130.0
-105.275, 40.16, 130.0
-105.275, 40.165, 130.0
-105.275, 40.17, 130.0
-105.275, 40.175, 130.0
-105.275, 40.18, 130.0
-105.275, 40.185, 70.0
-105.275, 40.19, 70.0
-105.27, 39.945, 130.0
-105.27, 39.95, 130.0
-105.27, 39.955, 130.0
-105.27, 39.96, 70.0
-105.27, 39.965, 70.0
-105.27, 39.97, 190.0
-105.27, 39.975, 190.0
-105.27, 39.98, 190.0
-105.27, 39.985, 190.0
-105.27, 39.99, 190.0
-105.27, 39.995, 190.0
-105.27, 40, 190.0
-105.27, 40.005, 190.0
-105.27, 40.01, 190.0
-105.27, 40.015, 190.0
-105.27, 40.02, 190.0
-105.27, 40.025, 190.0
-105.27, 40.03, 190.0
-105.27, 40.035, 190.0
-105.27, 40.04, 190.0
-105.27, 40.045, 190.0
-105.27, 40.05, 190.0
-105.27, 40.055, 190.0
-105.27, 40.06, 130.0
-105.27, 40.065, 130.0
-105.27, 40.07, 130.0
-105.27, 40.075, 130.0
-105.27, 40.08, 130.0
-105.27, 40.085, 130.0
-105.27, 40.09, 130.0
-105.27, 40.095, 130.0
-105.27, 40.1, 120.0
-105.27, 40.105, 130.0
-105.27, 40.11, 130.0
-105.27, 40.115, 130.0
-105.27, 40.12, 130.0
-105.27, 40.125, 130.0
-105.27, 40.13, 130.0
-105.27, 40.135, 130.0
-105.27, 40.14, 130.0
-105.27, 40.145, 130.0
