# ESA / ESA CCI Land Cover Project, led by UCL-Geomatics (Belgium)
Long, Lat, LC_2010
-105.06, 40.05, 190.0
-105.06, 40.055, 190.0
-105.06, 40.06, 130.0
-105.06, 40.065, 190.0
-105.06, 40.07, 130.0
-105.06, 40.075, 130.0
-105.06, 40.08, 10.0
-105.06, 40.085, 130.0
-105.06, 40.09, 130.0
-105.06, 40.095, 10.0
-105.06, 40.1, 130.0
-105.06, 40.105, 10.0
-105.06, 40.11, 10.0
-105.06, 40.115, 10.0
-105.06, 40.12, 10.0
-105.06, 40.125, 10.0
-105.06, 40.13, 10.0
-105.06, 40.135, 10.0
-105.06, 40.14, 10.0
-105.06, 40.145, 10.0
-105.06, 40.15, 10.0
-105.06, 40.155, 11.0
-105.06, 40.16, 130.0
-105.06, 40.165, 130.0
-105.06, 40.17, 130.0
-105.06, 40.175, 190.0
-105.06, 40.18, 130.0
-105.06, 40.185, 130.0
-105.06, 40.19, 130.0
-105.055, 39.945, 130.0
-105.055, 39.95, 130.0
-105.055, 39.955, 130.0
-105.055, 39.96, 130.0
-105.055, 39.965, 130.0
-105.055, 39.97, 130.0
-105.055, 39.975, 130.0
-105.055, 39.98, 130.0
-105.055, 39.985, 130.0
-105.055, 39.99, 130.0
-105.055, 39.995, 130.0
-105.055, 40, 130.0
-105.055, 40.005, 130.0
-105.055, 40.01, 130.0
-105.055, 40.015, 130.0
-105.055, 40.02, 130.0
-105.055, 40.025, 130.0
-105.055, 40.03, 120.0
-105.055, 40.035, 130.0
-105.055, 40.04, 130.0
-105.055, 40.045, 130.0
-105.055, 40.05, 190.0
-105.055, 40.055, 190.0
-105.055, 40.06, 130.0
-105.055, 40.065, 130.0
-105.055, 40.07, 130.0
-105.055, 40.075, 130.0
-105.055, 40.08, 11.0
-105.055, 40.085, 130.0
-105.055, 40.09, 130.0
-105.055, 40.095, 130.0
-105.055, 40.1, 130.0
-105.055, 40.105, 130.0
-105.055, 40.11, 130.0
-105.055, 40.115, 10.0
-105.055, 40.12, 10.0
-105.055, 40.125, 10.0
-105.055, 40.13, 10.0
-105.055, 40.135, 10.0
-105.055, 40.14, 10.0
-105.055, 40.145, 10.0
-105.055, 40.15, 130.0
-105.055, 40.155, 130.0
-105.055, 40.16, 130.0
-105.055, 40.165, 11.0
-105.055, 40.17, 130.0
-105.055, 40.175, 130.0
-105.055, 40.18, 130.0
-105.055, 40.185, 130.0
-105.055, 40.19, 130.0
-105.05, 39.945, 130.0
-105.05, 39.95, 130.0
-105.05, 39.955, 130.0
-105.05, 39.96, 130.0
-105.05, 39.965, 120.0
-105.05, 39.97, 130.0
-105.05, 39.975, 130.0
-105.05, 39.98, 130.0
-105.05, 39.985, 130.0
-105.05, 39.99, 130.0
-105.05, 39.995, 130.0
-105.05, 40, 130.0
-105.05, 40.005, 130.0
-105.05, 40.01, 130.0
-105.05, 40.015, 130.0
-105.05, 40.02, 130.0
-105.05, 40.025, 130.0
-105.05, 40.03, 130.0
-105.05, 40.035, 130.0
