# ESA / ESA CCI Land Cover Project, led by UCL-Geomatics (Belgium)
Long, Lat, LC_2010
-105.1, 40.07, 11.0
-105.1, 40.075, 10.0
-105.1, 40.08, 130.0
-105.1, 40.085, 10.0
-105.1, 40.09, 40.0
-105.1, 40.095, 10.0
-105.1, 40.1, 10.0
-105.1, 40.105, 10.0
-105.1, 40.11, 10.0
-105.1, 40.115, 130.0
-105.1, 40.12, 10.0
-105.1, 40.125, 10.0
-105.1, 40.13, 130.0
-105.1, 40.135, 130.0
-105.1, 40.14, 10.0
-105.1, 40.145, 190.0
-105.1, 40.15, 190.0
-105.1, 40.155, 190.0
-105.1, 40.16, 190.0
-105.1, 40.165, 190.0
-105.1, 40.17, 190.0
-105.1, 40.175, 190.0
-105.1, 40.18, 190.0
-105.1, 40.185, 190.0
-105.1, 40.19, 190.0
-105.095, 39.945, 130.0
-105.095, 39.95, 130.0
-105.095, 39.955, 130.0
-105.095, 39.96, 130.0
-105.095, 39.965, 130.0
-105.095, 39.97, 190.0
-105.095, 39.975, 130.0
-105.095, 39.98, 130.0
-105.095, 39.985, 190.0
-105.095, 39.99, 190.0
-105.095, 39.995, 190.0
-105.095, 40, 190.0
-105.095, 40.005, 190.0
-105.095, 40.01, 130.0
-105.095, 40.015, 130.0
-105.095, 40.02, 190.0
-105.095, 40.025, 130.0
-105.095, 40.03, 10.0
-105.095, 40.035, 130.0
-105.095, 40.04, 130.0
-105.095, 40.045, 11.0
-105.095, 40.05, 190.0
-105.095, 40.055, 190.0
-105.095, 40.06, 130.0
-105.095, 40.065, 130.0
-105.095, 40.07, 130.0
-105.095, 40.075, 10.0
-105.095, 40.08, 130.0
-105.095, 40.085, 10.0
-105.095, 40.09, 10.0
-105.095, 40.095, 10.0
-105.095, 40.1, 10.0
-105.095, 40.105, 130.0
-105.095, 40.11, 10.0
-105.095, 40.115, 130.0
-105.095, 40.12, 10.0
-105.095, 40.125, 10.0
-105.095, 40.13, 10.0
-105.095, 40.135, 10.0
-105.095, 40.14, 10.0
-105.095, 40.145, 10.0
-105.095, 40.15, 130.0
-105.095, 40.155, 190.0
-105.095, 40.16, 190.0
-105.095, 40.165, 190.0
-105.095, 40.17, 190.0
-105.095, 40.175, 190.0
-105.095, 40.18, 190.0
-105.095, 40.185, 190.0
-105.095, 40.19, 190.0
-105.09, 39.945, 130.0
-105.09, 39.95, 130.0
-105.09, 39.955, 130.0
-105.09, 39.96, 130.0
-105.09, 39.965, 130.0
-105.09, 39.97, 190.0
-105.09, 39.975, 130.0
-105.09, 39.98, 130.0
-105.09, 39.985, 190.0
-105.09, 39.99, 190.0
-105.09, 39.995, 190.0
-105.09, 40, 190.0
-105.09, 40.005, 130.0
-105.09, 40.01, 130.0
-105.09, 40.015, 130.0
-105.09, 40.02, 190.0
-105.09, 40.025, 130.0
-105.09, 40.03, 130.0
-105.09, 40.035, 130.0
-105.09, 40.04, 130.0
-105.09, 40.045, 190.0
-105.09, 40.05, 190.0
-105.09, 40.055, 190.0
