# ESA / ESA CCI Land Cover Project, led by UCL-Geomatics (Belgium)
Long, Lat, LC_2010
-105.33, 40.185, 70.0
-105.33, 40.19, 70.0
-105.325, 39.945, 70.0
-105.325, 39.95, 70.0
-105.325, 39.955, 70.0
-105.325, 39.96, 70.0
-105.325, 39.965, 70.0
-105.325, 39.97, 70.0
-105.325, 39.975, 70.0
-105.325, 39.98, 70.0
-105.325, 39.985, 70.0
-105.325, 39.99, 70.0
-105.325, 39.995, 70.0
-105.325, 40, 70.0
-105.325, 40.005, 70.0
-105.325, 40.01, 70.0
-105.325, 40.015, 70.0
-105.325, 40.02, 70.0
-105.325, 40.025, 70.0
-105.325, 40.03, 70.0
-105.325, 40.035, 70.0
-105.325, 40.04, 70.0
-105.325, 40.045, 70.0
-105.325, 40.05, 70.0
-105.325, 40.055, 70.0
-105.325, 40.06, 70.0
-105.325, 40.065, 70.0
-105.325, 40.07, 70.0
-105.325, 40.075, 70.0
-105.325, 40.08, 70.0
-105.325, 40.085, 70.0
-105.325, 40.09, 70.0
-105.325, 40.095, 70.0
-105.325, 40.1, 70.0
-105.325, 40.105, 70.0
-105.325, 40.11, 70.0
-105.325, 40.115, 70.0
-105.325, 40.12, 130.0
-105.325, 40.125, 70.0
-105.325, 40.13, 130.0
-105.325, 40.135, 70.0
-105.325, 40.14, 70.0
-105.325, 40.145, 70.0
-105.325, 40.15, 70.0
-105.325, 40.155, 70.0
-105.325, 40.16, 70.0
-105.325, 40.165, 70.0
-105.325, 40.17, 70.0
-105.325, 40.175, 70.0
-105.325, 40.18, 70.0
-105.325, 40.185, 70.0
-105.325, 40.19, 70.0
-105.32, 39.945, 70.0
-105.32, 39.95, 70.0
-105.32, 39.955, 70.0
-105.32, 39.96, 70.0
-105.32, 39.965, 70.0
-105.32, 39.97, 70.0
-105.32, 39.975, 70.0
-105.32, 39.98, 70.0
-105.32, 39.985, 70.0
-105.32, 39.99, 70.0
-105.32, 39.995, 70.0
-105.32, 40, 70.0
-105.32, 40.005, 70.0
-105.32, 40.01, 70.0
-105.32, 40.015, 70.0
-105.32, 40.02, 70.0
-105.32, 40.025, 70.0
-105.32, 40.03, 70.0
-105.32, 40.035, 70.0
-105.32, 40.04, 70.0
-105.32, 40.045, 70.0
-105.32, 40.05, 70.0
-105.32, 40.055, 70.0
-105.32, 40.06, 70.0
-105.32, 40.065, 70.0
-105.32, 40.07, 70.0
-105.32, 40.075, 70.0
-105.32, 40.08, 70.0
-105.32, 40.085, 70.0
-105.32, 40.09, 70.0
-105.32, 40.095, 70.0
-105.32, 40.1, 70.0
-105.32, 40.105, 70.0
-105.32, 40.11, 70.0
-105.32, 40.115, 70.0
-105.32, 40.12, 130.0
-105.32, 40.125, 70.0
-105.32, 40.13, 130.0
-105.32, 40.135, 70.0
-105.32, 40.14, 70.0
-105.32, 40.145, 70.0
-105.32, 40.15, 70.0
-105.32, 40.155, 70.0
-105.32, 40.16, 70.0
-105.32, 40.165, 70.0
-105.32, 40.17, 70.0
