# ESA / ESA CCI Land Cover Project, led by UCL-Geomatics (Belgium)
Long, Lat, LC_2010
-105.07, 40.055, 130.0
-105.07, 40.06, 130.0
-105.07, 40.065, 130.0
-105.07, 40.07, 130.0
-105.07, 40.075, 210.0
-105.07, 40.08, 210.0
-105.07, 40.085, 210.0
-105.07, 40.09, 11.0
-105.07, 40.095, 130.0
-105.07, 40.1, 10.0
-105.07, 40.105, 130.0
-105.07, 40.11, 10.0
-105.07, 40.115, 10.0
-105.07, 40.12, 130.0
-105.07, 40.125, 10.0
-105.07, 40.13, 10.0
-105.07, 40.135, 10.0
-105.07, 40.14, 10.0
-105.07, 40.145, 10.0
-105.07, 40.15, 10.0
-105.07, 40.155, 130.0
-105.07, 40.16, 190.0
-105.07, 40.165, 10.0
-105.07, 40.17, 40.0
-105.07, 40.175, 190.0
-105.07, 40.18, 190.0
-105.07, 40.185, 190.0
-105.07, 40.19, 190.0
-105.065, 39.945, 190.0
-105.065, 39.95, 130.0
-105.065, 39.955, 130.0
-105.065, 39.96, 130.0
-105.065, 39.965, 130.0
-105.065, 39.97, 130.0
-105.065, 39.975, 130.0
-105.065, 39.98, 130.0
-105.065, 39.985, 130.0
-105.065, 39.99, 130.0
-105.065, 39.995, 130.0
-105.065, 40, 130.0
-105.065, 40.005, 130.0
-105.065, 40.01, 130.0
-105.065, 40.015, 130.0
-105.065, 40.02, 130.0
-105.065, 40.025, 130.0
-105.065, 40.03, 130.0
-105.065, 40.035, 130.0
-105.065, 40.04, 130.0
-105.065, 40.045, 130.0
-105.065, 40.05, 130.0
-105.065, 40.055, 130.0
-105.065, 40.06, 130.0
-105.065, 40.065, 190.0
-105.065, 40.07, 130.0
-105.065, 40.075, 130.0
-105.065, 40.08, 130.0
-105.065, 40.085, 130.0
-105.065, 40.09, 130.0
-105.065, 40.095, 10.0
-105.065, 40.1, 130.0
-105.065, 40.105, 10.0
-105.065, 40.11, 130.0
-105.065, 40.115, 130.0
-105.065, 40.12, 130.0
-105.065, 40.125, 10.0
-105.065, 40.13, 10.0
-105.065, 40.135, 10.0
-105.065, 40.14, 10.0
-105.065, 40.145, 10.0
-105.065, 40.15, 10.0
-105.065, 40.155, 11.0
-105.065, 40.16, 190.0
-105.065, 40.165, 10.0
-105.065, 40.17, 190.0
-105.065, 40.175, 190.0
-105.065, 40.18, 190.0
-105.065, 40.185, 130.0
-105.065, 40.19, 130.0
-105.06, 39.945, 130.0
-105.06, 39.95, 130.0
-105.06, 39.955, 130.0
-105.06, 39.96, 190.0
-105.06, 39.965, 190.0
-105.06, 39.97, 130.0
-105.06, 39.975, 130.0
-105.06, 39.98, 130.0
-105.06, 39.985, 130.0
-105.06, 39.99, 130.0
-105.06, 39.995, 130.0
-105.06, 40, 130.0
-105.06, 40.005, 130.0
-105.06, 40.01, 130.0
-105.06, 40.015, 130.0
-105.06, 40.02, 130.0
-105.06, 40.025, 130.0
-105.06, 40.03, 130.0
-105.06, 40.035, 130.0
-105.06, 40.04, 130.0
