# ESA / ESA CCI Land Cover Project, led by UCL-Geomatics (Belgium)
Long, Lat, LC_2010
-105.24, 40.14, 130.0
-105.24, 40.145, 130.0
-105.24, 40.15, 130.0
-105.24, 40.155, 130.0
-105.24, 40.16, 130.0
-105.24, 40.165, 130.0
-105.24, 40.17, 130.0
-105.24, 40.175, 130.0
-105.24, 40.18, 40.0
-105.24, 40.185, 130.0
-105.24, 40.19, 130.0
-105.235, 39.945, 130.0
-105.235, 39.95, 130.0
-105.235, 39.955, 130.0
-105.235, 39.96, 130.0
-105.235, 39.965, 130.0
-105.235, 39.97, 130.0
-105.235, 39.975, 190.0
-105.235, 39.98, 190.0
-105.235, 39.985, 190.0
-105.235, 39.99, 190.0
-105.235, 39.995, 190.0
-105.235, 40, 190.0
-105.235, 40.005, 190.0
-105.235, 40.01, 190.0
-105.235, 40.015, 190.0
-105.235, 40.02, 190.0
-105.235, 40.025, 190.0
-105.235, 40.03, 190.0
-105.235, 40.035, 130.0
-105.235, 40.04, 190.0
-105.235, 40.045, 130.0
-105.235, 40.05, 130.0
-105.235, 40.055, 130.0
-105.235, 40.06, 130.0
-105.235, 40.065, 130.0
-105.235, 40.07, 130.0
-105.235, 40.075, 210.0
-105.235, 40.08, 210.0
-105.235, 40.085, 130.0
-105.235, 40.09, 130.0
-105.235, 40.095, 130.0
-105.235, 40.1, 130.0
-105.235, 40.105, 130.0
-105.235, 40.11, 130.0
-105.235, 40.115, 130.0
-105.235, 40.12, 130.0
-105.235, 40.125, 130.0
-105.235, 40.13, 130.0
-105.235, 40.135, 130.0
-105.235, 40.14, 130.0
-105.235, 40.145, 130.0
-105.235, 40.15, 130.0
-105.235, 40.155, 130.0
-105.235, 40.16, 130.0
-105.235, 40.165, 130.0
-105.235, 40.17, 130.0
-105.235, 40.175, 130.0
-105.235, 40.18, 130.0
-105.235, 40.185, 130.0
-105.235, 40.19, 130.0
-105.23, 39.945, 130.0
-105.23, 39.95, 130.0
-105.23, 39.955, 130.0
-105.23, 39.96, 130.0
-105.23, 39.965, 130.0
-105.23, 39.97, 130.0
-105.23, 39.975, 130.0
-105.23, 39.98, 190.0
-105.23, 39.985, 190.0
-105.23, 39.99, 190.0
-105.23, 39.995, 190.0
-105.23, 40, 190.0
-105.23, 40.005, 190.0
-105.23, 40.01, 190.0
-105.23, 40.015, 190.0
-105.23, 40.02, 190.0
-105.23, 40.025, 190.0
-105.23, 40.03, 190.0
-105.23, 40.035, 190.0
-105.23, 40.04, 190.0
-105.23, 40.045, 130.0
-105.23, 40.05, 130.0
-105.23, 40.055, 130.0
-105.23, 40.06, 190.0
-105.23, 40.065, 190.0
-105.23, 40.07, 130.0
-105.23, 40.075, 210.0
-105.23, 40.08, 210.0
-105.23, 40.085, 210.0
-105.23, 40.09, 210.0
-105.23, 40.095, 130.0
-105.23, 40.1, 130.0
-105.23, 40.105, 130.0
-105.23, 40.11, 130.0
-105.23, 40.115, 130.0
-105.23, 40.12, 130.0
-105.23, 40.125, 130.0
