# ESA / ESA CCI Land Cover Project, led by UCL-Geomatics (Belgium)
Long, Lat, LC_2010
-105.12, 40.08, 130.0
-105.12, 40.085, 130.0
-105.12, 40.09, 130.0
-105.12, 40.095, 10.0
-105.12, 40.1, 10.0
-105.12, 40.105, 130.0
-105.12, 40.11, 10.0
-105.12, 40.115, 130.0
-105.12, 40.12, 130.0
-105.12, 40.125, 10.0
-105.12, 40.13, 130.0
-105.12, 40.135, 190.0
-105.12, 40.14, 190.0
-105.12, 40.145, 190.0
-105.12, 40.15, 190.0
-105.12, 40.155, 190.0
-105.12, 40.16, 190.0
-105.12, 40.165, 190.0
-105.12, 40.17, 190.0
-105.12, 40.175, 190.0
-105.12, 40.18, 190.0
-105.12, 40.185, 190.0
-105.12, 40.19, 190.0
-105.115, 39.945, 130.0
-105.115, 39.95, 130.0
-105.115, 39.955, 130.0
-105.115, 39.96, 130.0
-105.115, 39.965, 130.0
-105.115, 39.97, 130.0
-105.115, 39.975, 130.0
-105.115, 39.98, 190.0
-105.115, 39.985, 190.0
-105.115, 39.99, 190.0
-105.115, 39.995, 190.0
-105.115, 40, 130.0
-105.115, 40.005, 130.0
-105.115, 40.01, 190.0
-105.115, 40.015, 130.0
-105.115, 40.02, 130.0
-105.115, 40.025, 10.0
-105.115, 40.03, 40.0
-105.115, 40.035, 10.0
-105.115, 40.04, 11.0
-105.115, 40.045, 10.0
-105.115, 40.05, 130.0
-105.115, 40.055, 130.0
-105.115, 40.06, 130.0
-105.115, 40.065, 130.0
-105.115, 40.07, 130.0
-105.115, 40.075, 10.0
-105.115, 40.08, 10.0
-105.115, 40.085, 10.0
-105.115, 40.09, 130.0
-105.115, 40.095, 10.0
-105.115, 40.1, 10.0
-105.115, 40.105, 130.0
-105.115, 40.11, 10.0
-105.115, 40.115, 10.0
-105.115, 40.12, 130.0
-105.115, 40.125, 130.0
-105.115, 40.13, 10.0
-105.115, 40.135, 190.0
-105.115, 40.14, 190.0
-105.115, 40.145, 190.0
-105.115, 40.15, 190.0
-105.115, 40.155, 190.0
-105.115, 40.16, 190.0
-105.115, 40.165, 190.0
-105.115, 40.17, 190.0
-105.115, 40.175, 190.0
-105.115, 40.18, 190.0
-105.115, 40.185, 190.0
-105.115, 40.19, 190.0
-105.11, 39.945, 130.0
-105.11, 39.95, 130.0
-105.11, 39.955, 130.0
-105.11, 39.96, 130.0
-105.11, 39.965, 130.0
-105.11, 39.97, 130.0
-105.11, 39.975, 130.0
-105.11, 39.98, 190.0
-105.11, 39.985, 190.0
-105.11, 39.99, 190.0
-105.11, 39.995, 190.0
-105.11, 40, 130.0
-105.11, 40.005, 130.0
-105.11, 40.01, 190.0
-105.11, 40.015, 190.0
-105.11, 40.02, 130.0
-105.11, 40.025, 130.0
-105.11, 40.03, 40.0
-105.11, 40.035, 11.0
-105.11, 40.04, 10.0
-105.11, 40.045, 10.0
-105.11, 40.05, 130.0
-105.11, 40.055, 130.0
-105.11, 40.06, 130.0
-105.11, 40.065, 130.0
