-105.05,40.04
-105.05,40.045
-105.05,40.05
-105.05,40.055
-105.05,40.06
-105.05,40.065
-105.05,40.07
-105.05,40.075
-105.05,40.08
-105.05,40.085
-105.05,40.09
-105.05,40.095
-105.05,40.1
-105.05,40.105
-105.05,40.11
-105.05,40.115
-105.05,40.12
-105.05,40.125
-105.05,40.13
-105.05,40.135
-105.05,40.14
-105.05,40.145
-105.05,40.15
-105.05,40.155
-105.05,40.16
-105.05,40.165
-105.05,40.17
-105.05,40.175
-105.05,40.18
-105.05,40.185
-105.05,40.19
-105.045,39.945
-105.045,39.95
-105.045,39.955
-105.045,39.96
-105.045,39.965
-105.045,39.97
-105.045,39.975
-105.045,39.98
-105.045,39.985
-105.045,39.99
-105.045,39.995
-105.045,40
-105.045,40.005
-105.045,40.01
-105.045,40.015
-105.045,40.02
-105.045,40.025
-105.045,40.03
-105.045,40.035
-105.045,40.04
-105.045,40.045
-105.045,40.05
-105.045,40.055
-105.045,40.06
-105.045,40.065
-105.045,40.07
-105.045,40.075
-105.045,40.08
-105.045,40.085
-105.045,40.09
-105.045,40.095
-105.045,40.1
-105.045,40.105
-105.045,40.11
-105.045,40.115
-105.045,40.12
-105.045,40.125
-105.045,40.13
-105.045,40.135
-105.045,40.14
-105.045,40.145
-105.045,40.15
-105.045,40.155
-105.045,40.16
-105.045,40.165
-105.045,40.17
-105.045,40.175
-105.045,40.18
-105.045,40.185
-105.045,40.19
-105.04,39.945
-105.04,39.95
-105.04,39.955
-105.04,39.96
-105.04,39.965
-105.04,39.97
-105.04,39.975
-105.04,39.98
-105.04,39.985
-105.04,39.99
-105.04,39.995
-105.04,40
-105.04,40.005
-105.04,40.01
-105.04,40.015
-105.04,40.02
-105.04,40.025
-105.04,40.03
