-105.29,40.16
-105.29,40.165
-105.29,40.17
-105.29,40.175
-105.29,40.18
-105.29,40.185
-105.29,40.19
-105.285,39.945
-105.285,39.95
-105.285,39.955
-105.285,39.96
-105.285,39.965
-105.285,39.97
-105.285,39.975
-105.285,39.98
-105.285,39.985
-105.285,39.99
-105.285,39.995
-105.285,40
-105.285,40.005
-105.285,40.01
-105.285,40.015
-105.285,40.02
-105.285,40.025
-105.285,40.03
-105.285,40.035
-105.285,40.04
-105.285,40.045
-105.285,40.05
-105.285,40.055
-105.285,40.06
-105.285,40.065
-105.285,40.07
-105.285,40.075
-105.285,40.08
-105.285,40.085
-105.285,40.09
-105.285,40.095
-105.285,40.1
-105.285,40.105
-105.285,40.11
-105.285,40.115
-105.285,40.12
-105.285,40.125
-105.285,40.13
-105.285,40.135
-105.285,40.14
-105.285,40.145
-105.285,40.15
-105.285,40.155
-105.285,40.16
-105.285,40.165
-105.285,40.17
-105.285,40.175
-105.285,40.18
-105.285,40.185
-105.285,40.19
-105.28,39.945
-105.28,39.95
-105.28,39.955
-105.28,39.96
-105.28,39.965
-105.28,39.97
-105.28,39.975
-105.28,39.98
-105.28,39.985
-105.28,39.99
-105.28,39.995
-105.28,40
-105.28,40.005
-105.28,40.01
-105.28,40.015
-105.28,40.02
-105.28,40.025
-105.28,40.03
-105.28,40.035
-105.28,40.04
-105.28,40.045
-105.28,40.05
-105.28,40.055
-105.28,40.06
-105.28,40.065
-105.28,40.07
-105.28,40.075
-105.28,40.08
-105.28,40.085
-105.28,40.09
-105.28,40.095
-105.28,40.1
-105.28,40.105
-105.28,40.11
-105.28,40.115
-105.28,40.12
-105.28,40.125
-105.28,40.13
-105.28,40.135
-105.28,40.14
-105.28,40.145
-105.28,40.15
