-105.28,40.155
-105.28,40.16
-105.28,40.165
-105.28,40.17
-105.28,40.175
-105.28,40.18
-105.28,40.185
-105.28,40.19
-105.275,39.945
-105.275,39.95
-105.275,39.955
-105.275,39.96
-105.275,39.965
-105.275,39.97
-105.275,39.975
-105.275,39.98
-105.275,39.985
-105.275,39.99
-105.275,39.995
-105.275,40
-105.275,40.005
-105.275,40.01
-105.275,40.015
-105.275,40.02
-105.275,40.025
-105.275,40.03
-105.275,40.035
-105.275,40.04
-105.275,40.045
-105.275,40.05
-105.275,40.055
-105.275,40.06
-105.275,40.065
-105.275,40.07
-105.275,40.075
-105.275,40.08
-105.275,40.085
-105.275,40.09
-105.275,40.095
-105.275,40.1
-105.275,40.105
-105.275,40.11
-105.275,40.115
-105.275,40.12
-105.275,40.125
-105.275,40.13
-105.275,40.135
-105.275,40.14
-105.275,40.145
-105.275,40.15
-105.275,40.155
-105.275,40.16
-105.275,40.165
-105.275,40.17
-105.275,40.175
-105.275,40.18
-105.275,40.185
-105.275,40.19
-105.27,39.945
-105.27,39.95
-105.27,39.955
-105.27,39.96
-105.27,39.965
-105.27,39.97
-105.27,39.975
-105.27,39.98
-105.27,39.985
-105.27,39.99
-105.27,39.995
-105.27,40
-105.27,40.005
-105.27,40.01
-105.27,40.015
-105.27,40.02
-105.27,40.025
-105.27,40.03
-105.27,40.035
-105.27,40.04
-105.27,40.045
-105.27,40.05
-105.27,40.055
-105.27,40.06
-105.27,40.065
-105.27,40.07
-105.27,40.075
-105.27,40.08
-105.27,40.085
-105.27,40.09
-105.27,40.095
-105.27,40.1
-105.27,40.105
-105.27,40.11
-105.27,40.115
-105.27,40.12
-105.27,40.125
-105.27,40.13
-105.27,40.135
-105.27,40.14
-105.27,40.145
