-105.19,40.11
-105.19,40.115
-105.19,40.12
-105.19,40.125
-105.19,40.13
-105.19,40.135
-105.19,40.14
-105.19,40.145
-105.19,40.15
-105.19,40.155
-105.19,40.16
-105.19,40.165
-105.19,40.17
-105.19,40.175
-105.19,40.18
-105.19,40.185
-105.19,40.19
-105.185,39.945
-105.185,39.95
-105.185,39.955
-105.185,39.96
-105.185,39.965
-105.185,39.97
-105.185,39.975
-105.185,39.98
-105.185,39.985
-105.185,39.99
-105.185,39.995
-105.185,40
-105.185,40.005
-105.185,40.01
-105.185,40.015
-105.185,40.02
-105.185,40.025
-105.185,40.03
-105.185,40.035
-105.185,40.04
-105.185,40.045
-105.185,40.05
-105.185,40.055
-105.185,40.06
-105.185,40.065
-105.185,40.07
-105.185,40.075
-105.185,40.08
-105.185,40.085
-105.185,40.09
-105.185,40.095
-105.185,40.1
-105.185,40.105
-105.185,40.11
-105.185,40.115
-105.185,40.12
-105.185,40.125
-105.185,40.13
-105.185,40.135
-105.185,40.14
-105.185,40.145
-105.185,40.15
-105.185,40.155
-105.185,40.16
-105.185,40.165
-105.185,40.17
-105.185,40.175
-105.185,40.18
-105.185,40.185
-105.185,40.19
-105.18,39.945
-105.18,39.95
-105.18,39.955
-105.18,39.96
-105.18,39.965
-105.18,39.97
-105.18,39.975
-105.18,39.98
-105.18,39.985
-105.18,39.99
-105.18,39.995
-105.18,40
-105.18,40.005
-105.18,40.01
-105.18,40.015
-105.18,40.02
-105.18,40.025
-105.18,40.03
-105.18,40.035
-105.18,40.04
-105.18,40.045
-105.18,40.05
-105.18,40.055
-105.18,40.06
-105.18,40.065
-105.18,40.07
-105.18,40.075
-105.18,40.08
-105.18,40.085
-105.18,40.09
-105.18,40.095
-105.18,40.1
