-105.12,40.075
-105.12,40.08
-105.12,40.085
-105.12,40.09
-105.12,40.095
-105.12,40.1
-105.12,40.105
-105.12,40.11
-105.12,40.115
-105.12,40.12
-105.12,40.125
-105.12,40.13
-105.12,40.135
-105.12,40.14
-105.12,40.145
-105.12,40.15
-105.12,40.155
-105.12,40.16
-105.12,40.165
-105.12,40.17
-105.12,40.175
-105.12,40.18
-105.12,40.185
-105.12,40.19
-105.115,39.945
-105.115,39.95
-105.115,39.955
-105.115,39.96
-105.115,39.965
-105.115,39.97
-105.115,39.975
-105.115,39.98
-105.115,39.985
-105.115,39.99
-105.115,39.995
-105.115,40
-105.115,40.005
-105.115,40.01
-105.115,40.015
-105.115,40.02
-105.115,40.025
-105.115,40.03
-105.115,40.035
-105.115,40.04
-105.115,40.045
-105.115,40.05
-105.115,40.055
-105.115,40.06
-105.115,40.065
-105.115,40.07
-105.115,40.075
-105.115,40.08
-105.115,40.085
-105.115,40.09
-105.115,40.095
-105.115,40.1
-105.115,40.105
-105.115,40.11
-105.115,40.115
-105.115,40.12
-105.115,40.125
-105.115,40.13
-105.115,40.135
-105.115,40.14
-105.115,40.145
-105.115,40.15
-105.115,40.155
-105.115,40.16
-105.115,40.165
-105.115,40.17
-105.115,40.175
-105.115,40.18
-105.115,40.185
-105.115,40.19
-105.11,39.945
-105.11,39.95
-105.11,39.955
-105.11,39.96
-105.11,39.965
-105.11,39.97
-105.11,39.975
-105.11,39.98
-105.11,39.985
-105.11,39.99
-105.11,39.995
-105.11,40
-105.11,40.005
-105.11,40.01
-105.11,40.015
-105.11,40.02
-105.11,40.025
-105.11,40.03
-105.11,40.035
-105.11,40.04
-105.11,40.045
-105.11,40.05
-105.11,40.055
-105.11,40.06
-105.11,40.065
